,Longitude,Latitude,avg,COUNTRY,SPECIES NAME,DBH-1,DBH-2,NFI,FF,BS
1833,5.25,45.25,14.445833333333333,France,Abies alba,-9999,1,1,-9999,-9999
1834,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
1835,2.25,43.25,16.571428571428573,France,Abies alba,-9999,-9999,-9999,1,1
1836,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1837,7.25,49.25,15.357142857142856,France,Abies alba,1,1,1,-9999,-9999
1838,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
1839,-0.75,43.25,15.541071428571428,France,Abies alba,-9999,1,1,-9999,-9999
1840,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
1841,5.25,45.25,14.445833333333333,France,Abies alba,-9999,1,1,-9999,-9999
1842,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
1843,7.25,49.25,15.357142857142856,France,Abies alba,1,1,1,-9999,-9999
1844,6.25,47.25,14.9,France,Abies alba,1,-9999,1,-9999,-9999
1845,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
1846,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
1847,4.25,44.25,16.889880952380953,France,Abies alba,-9999,-9999,-9999,-9999,1
1848,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
1849,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
1850,3.25,46.25,15.082142857142857,France,Abies alba,1,1,1,-9999,-9999
1851,2.25,46.25,14.687499999999998,France,Abies alba,-9999,1,1,-9999,-9999
1852,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
1853,7.25,49.25,15.357142857142856,France,Abies alba,1,1,1,-9999,-9999
1854,4.25,46.25,15.088095238095233,France,Abies alba,-9999,1,1,-9999,-9999
1855,3.25,46.25,15.082142857142857,France,Abies alba,-9999,1,1,-9999,-9999
1856,4.25,46.25,15.088095238095233,France,Abies alba,1,-9999,1,-9999,-9999
1857,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
1858,-0.75,43.25,15.541071428571428,France,Abies alba,1,1,1,-9999,-9999
1859,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
1860,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1861,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1862,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
1863,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
1864,3.25,44.25,12.779761904761905,France,Abies alba,1,1,1,-9999,-9999
1865,0.25,49.25,14.77202380952381,France,Abies alba,1,1,1,-9999,-9999
1866,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
1867,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1868,-0.75,43.25,15.541071428571428,France,Abies alba,1,1,1,-9999,-9999
1869,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
1870,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1871,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
1872,7.25,47.25,12.96309523809524,France,Abies alba,-9999,1,1,-9999,-9999
1873,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
1874,-2.75,48.25,14.107738095238096,France,Abies alba,-9999,1,1,-9999,-9999
1875,4.25,45.25,13.588690476190473,France,Abies alba,1,-9999,1,-9999,-9999
1876,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1877,5.25,49.25,15.036309523809527,France,Abies alba,-9999,1,1,-9999,-9999
1878,7.25,47.25,12.96309523809524,France,Abies alba,1,1,1,-9999,-9999
1879,7.25,49.25,15.357142857142856,France,Abies alba,1,1,1,-9999,-9999
1880,1.25,43.25,15.695238095238095,France,Abies alba,1,1,1,-9999,-9999
1881,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
1882,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1883,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
1884,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1885,6.25,45.25,11.179166666666667,France,Abies alba,1,1,1,-9999,-9999
1886,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
1887,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
1888,-0.75,48.25,14.901785714285715,France,Abies alba,-9999,1,1,-9999,-9999
1889,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1890,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
1891,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1892,1.25,48.25,14.922023809523813,France,Abies alba,1,-9999,1,-9999,-9999
1893,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
1894,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
1895,5.25,48.25,14.835119047619045,France,Abies alba,1,-9999,1,-9999,-9999
1896,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1897,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
1898,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
1899,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1900,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
1901,7.25,44.25,10.185714285714285,France,Abies alba,1,-9999,1,-9999,-9999
1902,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
1903,3.25,46.25,15.082142857142857,France,Abies alba,1,1,1,-9999,-9999
1904,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
1905,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
1906,7.25,44.25,10.185714285714285,France,Abies alba,-9999,1,1,-9999,-9999
1907,4.25,46.25,15.088095238095233,France,Abies alba,-9999,1,1,-9999,-9999
1908,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
1909,0.25,43.25,15.095238095238095,France,Abies alba,1,1,1,-9999,-9999
1910,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
1911,4.25,46.25,15.088095238095233,France,Abies alba,1,-9999,1,-9999,-9999
1912,3.25,45.25,14.417261904761906,France,Abies alba,1,-9999,1,-9999,-9999
1913,3.25,46.25,15.082142857142857,France,Abies alba,-9999,1,1,-9999,-9999
1914,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1915,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
1916,6.25,47.25,14.9,France,Abies alba,1,-9999,1,-9999,-9999
1917,4.25,46.25,15.088095238095233,France,Abies alba,1,1,1,-9999,-9999
1918,4.25,46.25,15.088095238095233,France,Abies alba,1,1,1,-9999,-9999
1919,4.25,46.25,15.088095238095233,France,Abies alba,1,1,1,-9999,-9999
1920,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
1921,5.25,45.25,14.445833333333333,France,Abies alba,-9999,1,1,-9999,-9999
1922,0.25,43.25,15.095238095238095,France,Abies alba,-9999,-9999,-9999,1,1
1923,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
1924,2.25,46.25,14.687499999999998,France,Abies alba,-9999,1,1,-9999,-9999
1925,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1926,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
1927,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
1928,6.25,48.25,14.547023809523813,France,Abies alba,-9999,1,1,-9999,-9999
1929,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1930,3.25,44.25,12.779761904761905,France,Abies alba,1,1,1,-9999,-9999
1931,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
1932,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
1933,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
1934,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
1935,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1936,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
1937,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
1938,7.25,46.25,12.446428571428571,France,Abies alba,-9999,1,1,-9999,-9999
1939,3.25,46.25,15.082142857142857,France,Abies alba,1,-9999,1,-9999,-9999
1940,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1941,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1942,0.25,49.25,14.77202380952381,France,Abies alba,1,-9999,1,-9999,-9999
1943,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
1944,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
1945,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
1946,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1947,5.25,47.25,15.530952380952378,France,Abies alba,1,1,1,-9999,-9999
1948,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
1949,7.25,44.25,10.185714285714285,France,Abies alba,1,1,1,-9999,-9999
1950,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
1951,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
1952,-3.75,49.25,,France,Abies alba,-9999,1,1,-9999,-9999
1953,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
1954,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
1955,3.25,49.25,15.063690476190475,France,Abies alba,-9999,1,1,-9999,-9999
1956,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
1957,2.25,46.25,14.687499999999998,France,Abies alba,1,1,1,-9999,-9999
1958,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
1959,2.25,45.25,14.04940476190476,France,Abies alba,1,1,1,-9999,-9999
1960,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1961,2.25,46.25,14.687499999999998,France,Abies alba,1,1,1,-9999,-9999
1962,7.25,48.25,13.866071428571429,France,Abies alba,1,-9999,1,-9999,-9999
1963,6.25,45.25,11.179166666666667,France,Abies alba,1,1,1,-9999,-9999
1964,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
1965,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
1966,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1967,4.25,46.25,15.088095238095233,France,Abies alba,1,1,1,-9999,-9999
1968,5.25,48.25,14.835119047619045,France,Abies alba,-9999,1,1,-9999,-9999
1969,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1970,2.25,46.25,14.687499999999998,France,Abies alba,1,-9999,1,-9999,-9999
1971,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1972,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
1973,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
1974,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
1975,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1976,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
1977,1.25,49.25,15.307738095238099,France,Abies alba,-9999,1,1,-9999,-9999
1978,7.25,45.25,11.380952380952381,France,Abies alba,1,1,1,-9999,-9999
1979,3.25,48.25,15.579761904761908,France,Abies alba,-9999,1,1,-9999,-9999
1980,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
1981,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1982,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
1983,7.25,49.25,15.357142857142856,France,Abies alba,-9999,-9999,-9999,-9999,1
1984,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
1985,4.25,46.25,15.088095238095233,France,Abies alba,1,1,1,-9999,-9999
1986,4.25,46.25,15.088095238095233,France,Abies alba,-9999,1,1,-9999,-9999
1987,6.25,46.25,15.141666666666667,France,Abies alba,1,-9999,1,-9999,-9999
1988,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
1989,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
1990,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
1991,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
1992,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
1993,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
1994,4.25,46.25,15.088095238095233,France,Abies alba,-9999,1,1,-9999,-9999
1995,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
1996,5.25,45.25,14.445833333333333,France,Abies alba,-9999,1,1,-9999,-9999
1997,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
1998,7.25,45.25,11.380952380952381,France,Abies alba,-9999,-9999,-9999,-9999,1
1999,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
2000,4.25,46.25,15.088095238095233,France,Abies alba,-9999,1,1,-9999,-9999
2001,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
2002,-0.75,48.25,14.901785714285715,France,Abies alba,1,-9999,1,-9999,-9999
2003,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
2004,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
2005,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
2006,-2.75,48.25,14.107738095238096,France,Abies alba,1,1,1,-9999,-9999
2007,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,1,1
2008,5.25,45.25,14.445833333333333,France,Abies alba,-9999,1,1,-9999,-9999
2009,1.25,43.25,15.695238095238095,France,Abies alba,-9999,1,1,-9999,-9999
2010,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
2011,2.25,46.25,14.687499999999998,France,Abies alba,1,-9999,1,-9999,-9999
2012,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
2013,4.25,46.25,15.088095238095233,France,Abies alba,1,1,1,-9999,-9999
2014,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
2015,4.25,46.25,15.088095238095233,France,Abies alba,1,1,1,-9999,-9999
2016,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
2017,7.25,49.25,15.357142857142856,France,Abies alba,1,1,1,-9999,-9999
2018,7.25,49.25,15.357142857142856,France,Abies alba,1,1,1,-9999,-9999
2019,7.25,45.25,11.380952380952381,France,Abies alba,1,-9999,1,-9999,-9999
2020,-0.75,48.25,14.901785714285715,France,Abies alba,-9999,1,1,-9999,-9999
2021,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
2022,2.25,46.25,14.687499999999998,France,Abies alba,1,1,1,-9999,-9999
2023,3.25,44.25,12.779761904761905,France,Abies alba,1,-9999,1,-9999,1
2024,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
2025,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
2026,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
2027,5.25,46.25,15.429761904761904,France,Abies alba,-9999,1,1,-9999,-9999
2028,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
2029,2.25,43.25,16.571428571428573,France,Abies alba,1,-9999,1,-9999,-9999
2030,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
2031,0.25,43.25,15.095238095238095,France,Abies alba,1,1,1,-9999,-9999
2032,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
2033,6.25,46.25,15.141666666666667,France,Abies alba,1,-9999,1,-9999,-9999
2034,6.25,48.25,14.547023809523813,France,Abies alba,-9999,1,1,-9999,-9999
2035,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
2036,7.25,47.25,12.96309523809524,France,Abies alba,1,-9999,1,-9999,-9999
2037,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
2038,6.25,48.25,14.547023809523813,France,Abies alba,1,1,1,-9999,-9999
2039,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
2040,6.25,44.25,13.931547619047619,France,Abies alba,-9999,1,1,-9999,-9999
2041,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
2042,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
2043,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
2044,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
2045,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
2046,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
2047,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
2048,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
2049,6.25,47.25,14.9,France,Abies alba,-9999,-9999,-9999,1,1
2050,3.25,44.25,12.779761904761905,France,Abies alba,-9999,1,1,-9999,-9999
2051,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
2052,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
2053,5.25,45.25,14.445833333333333,France,Abies alba,1,1,1,-9999,-9999
2054,6.25,45.25,11.179166666666667,France,Abies alba,1,1,1,-9999,-9999
2055,5.25,45.25,14.445833333333333,France,Abies alba,1,1,1,-9999,-9999
2056,7.25,46.25,12.446428571428571,France,Abies alba,-9999,1,1,-9999,-9999
2057,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
2058,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
2059,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
2060,1.25,43.25,15.695238095238095,France,Abies alba,-9999,1,1,-9999,-9999
2061,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
2062,4.25,45.25,13.588690476190473,France,Abies alba,1,-9999,1,-9999,-9999
2063,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
2064,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
2065,3.25,45.25,14.417261904761906,France,Abies alba,-9999,1,1,-9999,-9999
2066,4.25,46.25,15.088095238095233,France,Abies alba,-9999,1,1,-9999,-9999
2067,6.25,45.25,11.179166666666667,France,Abies alba,1,1,1,-9999,-9999
2068,3.25,45.25,14.417261904761906,France,Abies alba,1,1,1,-9999,-9999
2069,4.25,46.25,15.088095238095233,France,Abies alba,-9999,-9999,-9999,-9999,1
2070,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
2071,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
2072,6.25,45.25,11.179166666666667,France,Abies alba,1,1,1,-9999,-9999
2073,7.25,44.25,10.185714285714285,France,Abies alba,1,1,1,-9999,-9999
2074,0.25,48.25,15.061904761904762,France,Abies alba,-9999,1,1,-9999,-9999
2075,3.25,45.25,14.417261904761906,France,Abies alba,1,1,1,-9999,-9999
2076,5.25,45.25,14.445833333333333,France,Abies alba,-9999,1,1,-9999,-9999
2077,7.25,47.25,12.96309523809524,France,Abies alba,1,1,1,-9999,-9999
2078,7.25,47.25,12.96309523809524,France,Abies alba,-9999,1,1,-9999,-9999
2079,0.25,49.25,14.77202380952381,France,Abies alba,-9999,1,1,-9999,-9999
2080,6.25,46.25,15.141666666666667,France,Abies alba,1,-9999,1,-9999,-9999
2081,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
2082,7.25,45.25,11.380952380952381,France,Abies alba,-9999,1,1,-9999,-9999
2083,7.25,46.25,12.446428571428571,France,Abies alba,-9999,1,1,-9999,-9999
2084,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
2085,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
2086,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
2087,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
2088,4.25,46.25,15.088095238095233,France,Abies alba,-9999,-9999,-9999,1,1
2089,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
2090,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
2091,3.25,45.25,14.417261904761906,France,Abies alba,1,1,1,-9999,-9999
2092,1.25,49.25,15.307738095238099,France,Abies alba,1,1,1,-9999,-9999
2093,2.25,43.25,16.571428571428573,France,Abies alba,1,-9999,1,-9999,-9999
2094,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
2095,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
2096,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
2097,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
2098,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
2099,3.25,44.25,12.779761904761905,France,Abies alba,-9999,1,1,-9999,-9999
2100,4.25,46.25,15.088095238095233,France,Abies alba,1,1,1,-9999,-9999
2101,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
2102,3.25,46.25,15.082142857142857,France,Abies alba,1,1,1,-9999,-9999
2103,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
2104,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
2105,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
2106,3.25,45.25,14.417261904761906,France,Abies alba,-9999,1,1,-9999,-9999
2107,3.25,46.25,15.082142857142857,France,Abies alba,1,-9999,1,-9999,-9999
2108,7.25,46.25,12.446428571428571,France,Abies alba,-9999,1,1,-9999,-9999
2109,6.25,46.25,15.141666666666667,France,Abies alba,1,-9999,1,-9999,-9999
2110,6.25,48.25,14.547023809523813,France,Abies alba,1,1,1,-9999,-9999
2111,4.25,46.25,15.088095238095233,France,Abies alba,-9999,1,1,-9999,-9999
2112,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
2113,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
2114,3.25,45.25,14.417261904761906,France,Abies alba,-9999,1,1,-9999,-9999
2115,6.25,46.25,15.141666666666667,France,Abies alba,-9999,-9999,-9999,-9999,1
2116,4.25,47.25,13.975000000000001,France,Abies alba,1,-9999,1,-9999,-9999
2117,0.25,43.25,15.095238095238095,France,Abies alba,-9999,1,1,-9999,-9999
2118,2.25,46.25,14.687499999999998,France,Abies alba,-9999,1,1,-9999,-9999
2119,6.25,45.25,11.179166666666667,France,Abies alba,-9999,1,1,-9999,-9999
2120,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
2121,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
2122,5.25,48.25,14.835119047619045,France,Abies alba,1,-9999,1,-9999,-9999
2123,2.25,50.25,14.82559523809524,France,Abies alba,-9999,-9999,-9999,1,-9999
2124,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
2125,6.25,46.25,15.141666666666667,France,Abies alba,-9999,1,1,-9999,-9999
2126,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
2127,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
2128,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
2129,6.25,44.25,13.931547619047619,France,Abies alba,1,1,1,-9999,-9999
2130,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
2131,7.25,44.25,10.185714285714285,France,Abies alba,1,-9999,1,-9999,-9999
2132,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
2133,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
2134,7.25,46.25,12.446428571428571,France,Abies alba,1,1,1,-9999,-9999
2135,6.25,47.25,14.9,France,Abies alba,-9999,1,1,-9999,-9999
2136,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
2137,3.25,45.25,14.417261904761906,France,Abies alba,1,1,1,-9999,-9999
2138,1.25,46.25,15.066666666666665,France,Abies alba,-9999,-9999,-9999,-9999,1
2139,7.25,47.25,12.96309523809524,France,Abies alba,1,-9999,1,-9999,-9999
2140,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
2141,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
2142,6.25,48.25,14.547023809523813,France,Abies alba,-9999,1,1,-9999,-9999
2143,4.25,45.25,13.588690476190473,France,Abies alba,-9999,1,1,-9999,-9999
2144,4.25,47.25,13.975000000000001,France,Abies alba,-9999,1,1,-9999,-9999
2145,-2.75,48.25,14.107738095238096,France,Abies alba,-9999,1,1,-9999,-9999
2146,4.25,46.25,15.088095238095233,France,Abies alba,-9999,1,1,-9999,-9999
2147,7.25,44.25,10.185714285714285,France,Abies alba,-9999,1,1,-9999,-9999
2148,6.25,46.25,15.141666666666667,France,Abies alba,1,-9999,1,-9999,-9999
2149,6.25,47.25,14.9,France,Abies alba,1,1,1,-9999,-9999
2150,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
2151,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
2152,7.25,44.25,10.185714285714285,France,Abies alba,-9999,1,1,-9999,-9999
2153,3.25,46.25,15.082142857142857,France,Abies alba,1,1,1,-9999,-9999
2154,6.25,45.25,11.179166666666667,France,Abies alba,1,1,1,-9999,-9999
2155,4.25,45.25,13.588690476190473,France,Abies alba,1,1,1,-9999,-9999
2156,3.25,45.25,14.417261904761906,France,Abies alba,1,-9999,1,-9999,-9999
2157,1.25,46.25,15.066666666666665,France,Abies alba,1,-9999,1,-9999,-9999
2158,7.25,49.25,15.357142857142856,France,Abies alba,-9999,1,1,-9999,-9999
2159,6.25,46.25,15.141666666666667,France,Abies alba,1,1,1,-9999,-9999
2160,7.25,48.25,13.866071428571429,France,Abies alba,-9999,1,1,-9999,-9999
2161,4.25,47.25,13.975000000000001,France,Abies alba,1,1,1,-9999,-9999
2162,5.25,46.25,15.429761904761904,France,Abies alba,1,1,1,-9999,-9999
2163,2.25,43.25,16.571428571428573,France,Abies alba,-9999,1,1,-9999,-9999
2164,7.25,48.25,13.866071428571429,France,Abies alba,1,1,1,-9999,-9999
2165,2.25,43.25,16.571428571428573,France,Abies alba,1,1,1,-9999,-9999
